,title,price,link
31,"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop","38,490",/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0573TU/dp/B0F4R3GFMQ/ref=mp_s_a_1_20?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-20&xpid=yyORC7MGEp591
32,"Acer [SmartChoice Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","22,990",/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=mp_s_a_1_21?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-21&xpid=yyORC7MGEp591
33,"Dell Inspiron 3530, Intel Core i5-1334U, 13th Gen, 16GB RAM, 1TB SSD, FHD, 15.6""/39.62cm, Windows 11, MS Office 24, Silver, 1.62KG, Backlit Keyboard, McAfee 15 Month, Thin & Light Laptop","59,111",/Dell-Inspiron-3530-i5-1334U-Keyboard/dp/B0DSFQZTVW/ref=mp_s_a_1_4?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-4&xpid=yyORC7MGEp591
34,"JioBook 11 with Lifetime Office/Android 4G Laptop Mediatek 8788 (JioOS) / Octa-core/ 4GB RAM / 64 eMMC Storage/Thin and Light Laptop (11.6 inch, 990 Grams)/ Dual Band WiFi + SIM/Blue","12,990",/JioBook-Octa-Core-LPDDR4-JioOS-Expandable/dp/B0CKX9PY1H/ref=mp_s_a_1_22?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-22&xpid=yyORC7MGEp591
35,"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA","15,990",/sspa/click?ie=UTF8&spc=MToxNTA3MTUwNjY5MDMxMDQ4OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX210ZjozMDA2MTkxOTMxNDM1MzI6OjA6Og&url=%2FLenovo-SmartChoice-Chromebook-Speakers-82UY0014HA%2Fdp%2FB0F2TMZJ24%2Fref%3Dmp_s_a_1_23_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D8-23-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfbXRm%26psc%3D1&sp_cr=DUB
36,"ASUS Zenbook 14, AMD Ryzen AI 5 340, AI PC(AMD Radeon Graphics/16GB RAM/512GB SSD/3K OLED/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jade Black/1.2 Kg) UM3406KA-PP240WS","93,990",/sspa/click?ie=UTF8&spc=MToxNTA3MTUwNjY5MDMxMDQ4OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX210ZjozMDA2MjMwMTQzMTk5MzI6OjA6Og&url=%2FASUS-Zenbook-Graphics-Windows-UM3406KA-PP240WS%2Fdp%2FB0F9YG6D4C%2Fref%3Dmp_s_a_1_24_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D8-24-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfbXRm%26psc%3D1&sp_cr=DUB
37,"Dell 15 13th Gen Thin & Light Laptop, Intel Core i3-1305U, 15.6"" FHD 120Hz 250 nits Narrow Border Display, 16GB DDR4 RAM, 512GB, Intel UHD Graphics, Windows 11 + Office H&S 2024, Carbon Black, 1.66Kg","41,180",/Dell-i3-1305U-Display-Graphics-Windows/dp/B0FG2RJ9NC/ref=mp_s_a_1_25?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-25&xpid=yyORC7MGEp591
38,"Comfyable Puffy Laptop Sleeve 13 Inch 14 Inch, Quilted Puffer Laptop Carrying Case for Women, Pillow Case Compatible for MacBook Air M4 M3 M2 M1, MacBook Pro 13 Inch 14 Inch, 13 in 14 in Cover","2,799",https://aax-eu.amazon.in/x/c/JCs33Mh3OzihJ9hJh0lXWAYAAAGYMS-uKAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBFTjMI/clv1_CEuOPUxokZA0iHrVefUjyDPwSy9ccZcz7roC1Qe0-9Jfx38mpyG5Fv018HHz9hvVjq0yzpNb3X7OfU0OAmcAJFptPDCxHZXUMGwLPGx0a2CfELdWskfB8IkGXCQMUuW6XJfef1D8rsFSE0M9llvwdksJOldODd93Q196UuYlQRaY37qDjF4oXlv5OpjsdqwyCjQHbdXAhZRSWWhBJNwAffQdjs-hn4wsEjvWNPQG9gUahJtJn6j8Z0wG3nKH1EB2AHnpPv3v4jxS3xU_LeksSii7JF-JjAz9B7yl_bPrUYAZJ0SW56eH2BSUezOaAI-SnPc5zfNkdeqAqYb8DceoMutR6tNYWhIAvo8C-9FHE6Fj0W5fDGy7yyiRpbY4UFOaYzQxqmqAj0UNuzT-N52bUz1lAp3XhtVXPtM6C2xN4Sp2M752rihBP2dM-J0mRnMYGeGRQNXmq8-GXy4dCTTLqaFKWEG2vEWUYQR5WaRd-NWXKXNt_6mgwAGvbmtDCZqWvuxXwzFGQ7gKsD6IjWaG7T_YVikdbVAMGxW6ag_TZobfVH2VPgFkyiAgEmbfV3nbEqkjvOAjexablbx0quEMJgjQOzBmuS5DicEMuN2sg0sJuI2Q7ItMVnzd8SK_Rr6dNl0ib9ccJD9czrB0bq0SnRk-_IPmGU5NeF8Qn8RYwr4pGE8TUxiisEMovxXcduBp_Swj8V1Yw-1gyrYRME2jN0AxppLYB_rTz5yZAU8DCzDvi0rBQ8lx5Bdb69NzWsaer6dxKxz283_Y1kfTGn_6EAJHvybgK3le9P9zS6E0XBat10kYY-5euz9ttp-xc2m8dv-wZgtk3wbumc9gav1NnbW9hmc3i_SGSsmUlcGOlHDqgknG2FMB9jOXj1KupDndjOQlrON7rhHrP9sQWccCMfSi2sGFoxNUGwQoOSrmtCGHsix4I3IkRElNRzDk2H-VsxW-Rvv24YWxlP_puAqqYbt2PsS9f-Lu60eCcS18IuIYSARadmlCeJH0zzz9YGMtHCOB_5FQ3D4dWeca55W-6TZNlSlqIvy_nW4g6oRY7wR0SUOPUoSrDAi9d4xBfo13QFP-XqCSShUGBraZWJmdk8PYSina655_L_YJC10yPoq4Km6SXdhFrFxtBKiCufTiuNEZbPrLhxYsD-BrpF4bbH4bTcHBKGHhLadTi73e94WgsB2t-Uj11oY3ihxtRfEcJUOzHXjdhEepHzkmiELcG4eZ6clbga531Sqo7sZyNljcbw8LI3OK8W6fliAFG6zZeqgkoeqidkv9XalCW70Xo1kD3JNAg5-Bi1u7mmWOZOTdT-tKS8bF4Pg_rwqc89wyEoUddyqV0nPjq7wmDkcm6I-67u0a6HpqeOALDs9wvIsVxkerAk22mPioDk-9QO1oLDnUaSiOcQT8QhE9VY-CU9qKhTyEKG9_nosQ9cOS-ldyVhdzqPETNu82JRX-Jyic8hQ-BB7Uh4O4gjbgODfxQHDy5zyYYdA5_qIsz4o95E0islT-JVCzAmFu15gKn8G_rlzudHJrd8gzEInQceAANG3EjcfpPGmzC1aCHY857su015Sj2rSEQodhCd4Hiq5eTeX7Dij8wp6maf_OIEQfQwFU7NbW_YMa7qfdwnnmkey9TQ3hCjGtmgcLqVRZGoG3XRXfFkHr3Y82aX-AvHtK_Z0sRSH7L1IXAa5sq-IBRNWSD8IuvbXoTHsSyua5sPSdod4teai36SlitDShiq0dDyXp2gNkoCy8qdZLATSl0Gn1pbHp-dsqXqZ330n8JcIpmqYR_ja4o4RUD61FRa8T02kKTe3e4ULhRvn_Kyf49p3ANMe-0-Uz1e0sI_C5jfp0gCckfPJkBaVojdr1BFvuMeuoiaR4duKYeJsBSh5whS9fkYn1N6_onH4JI6et6YUFkOPIeAZCsMOQiBJHeDbxJs2vkxNx3vMIUpPOvbMdsXw1DxFnxq3ifaYHzTfAKkB5-oe8eSMVDvCY5o-5V4vOA0SG1Mx5OhLmgkCv82mppxUc4tjTXqwfpypRKO7T5-7A5V2gKdAoQfBWpkgn16CG7pe80LIoIpj7B_suPYRwRLpD0NlGK18SfPE5n3QiBZ6N_3gCHRB1A9jjN3qTGyG7NW4tR4-r3dCAfeZO0UwYUva-R8R8TSuULOF_qLcanEy4STQqxgIAG0xwQSrjHw_s6S6NJqqF_nYLgU3W3OQii9hcXeLEBu3FKMpDK18bahNyjPT_zs6Uw_j2i6DqK_gvyWRz-KXRxWnZ/https://www.amazon.in/Comfyable-Quilted-Carrying-Compatible-MacBook/dp/B0BWRPRL9T/ref=sxin_29_sbv_search_btf?content-id=amzn1.sym.7f7d38d5-0d34-4957-ad30-7a71da6e249f%3Aamzn1.sym.7f7d38d5-0d34-4957-ad30-7a71da6e249f&crid=23Z9HPBL2JMRH&cv_ct_cx=laptop&keywords=laptop&pd_rd_i=B0BWRPRL9T&pd_rd_r=9020af5e-c37f-49b8-8dbf-4ac3a5ae8621&pd_rd_w=MObu1&pd_rd_wg=XsgI9&pf_rd_p=7f7d38d5-0d34-4957-ad30-7a71da6e249f&pf_rd_r=9RXP91WBHNW7C8VZ3RY2&qid=1753171864&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C660&sr=1-15-cafa6795-5f85-4255-8de0-b872419901ca&xpid=yyORC7MGEp591
39,"ASUS Vivobook 16X 12th Gen, Intel Core i5-12500H Creator/Gaming Laptop(NVIDIA RTX 2050-4GB/16GB/512GB/FHD+/16.0""/144Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Silver/1.67 kg) K3605ZF-RP458WS","56,990",/ASUS-Vivobook-i5-12500H-2050-4GB-K3605ZF-RP458WS/dp/B0DS2DQD9L/ref=mp_s_a_1_26?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-26&xpid=yyORC7MGEp591
40,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),249,/STRIFF-Adjustable-Patented-Ventilated-Compatible/dp/B07XCM6T4N/ref=mp_s_a_1_27?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-27&xpid=yyORC7MGEp591
41,"Acer [SmartChoice Aspire Lite AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop","34,990",/5-5625U-Premium-Windows-AL15-41-Display/dp/B0DG2GCTD7/ref=mp_s_a_1_28?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-28&xpid=yyORC7MGEp591
42,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam","17,990",/Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B0D9RXH8X5/ref=mp_s_a_1_29?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-29&xpid=yyORC7MGEp591
43,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","21,990",/Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=mp_s_a_1_30?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-30&xpid=yyORC7MGEp591
44,"HP 15, AMD Ryzen 3 7320U (8GB LPDDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6""/39.6cm, Win 11, Office 21, Silver, 1.59kg, fc0154AU, AMD Radeon Graphics, 1080p FHD Camera Laptop","30,850",/HP-Laptop-15-6-inch-Graphics-fc0154AU/dp/B0D3HG5CMG/ref=mp_s_a_1_5?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-5&xpid=yyORC7MGEp591
45,"HP 14 (2025), AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg/MS Office 2021","29,990",/HP-14-Ryzen-7520U-Quad/dp/B0F6V25PSC/ref=mp_s_a_1_31?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-31&xpid=yyORC7MGEp591
46,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + MSO'24 & 15 Month McAfee, Silver, Thin & Light- 1.62kg","57,490",/sspa/click?ie=UTF8&spc=MToxNTA3MTUwNjY5MDMxMDQ4OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX2J0ZjozMDA0NTY5MDQ3MDIwMzI6OjA6Og&url=%2FDell-Inspiron-i5-1334U-Processor-39-62cm%2Fdp%2FB0D2Y1BLDT%2Fref%3Dmp_s_a_1_32_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D8-32-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYnRm%26psc%3D1&sp_cr=DUB
47,"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","54,399",/sspa/click?ie=UTF8&spc=MToxNTA3MTUwNjY5MDMxMDQ4OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX2J0ZjozMDA2MjIxOTM5OTc3MzI6OjA6Og&url=%2FSamsung-Processor-Windows-Fingerprint-Graphics%2Fdp%2FB0D143SJ9R%2Fref%3Dmp_s_a_1_33_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D8-33-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYnRm%26psc%3D1&sp_cr=DUB
